CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4807052,Edgerton,2001,Private Households by Structural Type,Row house,,5
4807052,Edgerton,2006,Private Households by Structural Type,Row house,,0
4807052,Edgerton,2011,Private Households by Structural Type,Row house,,0
4807052,Edgerton,2016,Private Households by Structural Type,Row house,,0
4807052,Edgerton,2021,Private Households by Structural Type,Row house,,0
4807054,Wainwright,2001,Private Households by Structural Type,Row house,,130
4807054,Wainwright,2006,Private Households by Structural Type,Row house,,125
4807054,Wainwright,2011,Private Households by Structural Type,Row house,,140
4807054,Wainwright,2016,Private Households by Structural Type,Row house,,165
4807054,Wainwright,2021,Private Households by Structural Type,Row house,,175
4807056,Irma,2001,Private Households by Structural Type,Row house,,5
4807056,Irma,2006,Private Households by Structural Type,Row house,,10
4807056,Irma,2011,Private Households by Structural Type,Row house,,0
4807056,Irma,2016,Private Households by Structural Type,Row house,,5
4807056,Irma,2021,Private Households by Structural Type,Row house,,10
4808001,Red Deer County,2001,Private Households by Structural Type,Row house,,60
4808001,Red Deer County,2006,Private Households by Structural Type,Row house,,65
4808001,Red Deer County,2011,Private Households by Structural Type,Row house,,65
4808001,Red Deer County,2016,Private Households by Structural Type,Row house,,80
4808001,Red Deer County,2021,Private Households by Structural Type,Row house,,135
4808002,Elnora,2001,Private Households by Structural Type,Row house,,10
4808002,Elnora,2006,Private Households by Structural Type,Row house,,10
4808002,Elnora,2011,Private Households by Structural Type,Row house,,5
4808002,Elnora,2016,Private Households by Structural Type,Row house,,5
4808002,Elnora,2021,Private Households by Structural Type,Row house,,0
4805009,Milo,2001,Private Households by Structural Type,Row house,,0
4805009,Milo,2006,Private Households by Structural Type,Row house,,0
4805009,Milo,2011,Private Households by Structural Type,Row house,,0
4805009,Milo,2016,Private Households by Structural Type,Row house,,0
4805009,Milo,2021,Private Households by Structural Type,Row house,,0
4805011,Arrowwood,2001,Private Households by Structural Type,Row house,,0
4805011,Arrowwood,2006,Private Households by Structural Type,Row house,,0
4805011,Arrowwood,2011,Private Households by Structural Type,Row house,,0
4805011,Arrowwood,2016,Private Households by Structural Type,Row house,,0
4805011,Arrowwood,2021,Private Households by Structural Type,Row house,,0
4805012,Wheatland County,2001,Private Households by Structural Type,Row house,,5
4805012,Wheatland County,2006,Private Households by Structural Type,Row house,,10
4805012,Wheatland County,2011,Private Households by Structural Type,Row house,,10
4805012,Wheatland County,2016,Private Households by Structural Type,Row house,,5
4805012,Wheatland County,2021,Private Households by Structural Type,Row house,,0
4807019,Stettler County No. 6,2001,Private Households by Structural Type,Row house,,0
4807019,Stettler County No. 6,2006,Private Households by Structural Type,Row house,,10
4807019,Stettler County No. 6,2011,Private Households by Structural Type,Row house,,0
4807019,Stettler County No. 6,2016,Private Households by Structural Type,Row house,,0
4807019,Stettler County No. 6,2021,Private Households by Structural Type,Row house,,0
4807021,Big Valley,2001,Private Households by Structural Type,Row house,,10
4807021,Big Valley,2006,Private Households by Structural Type,Row house,,0
4807021,Big Valley,2011,Private Households by Structural Type,Row house,,10
4807021,Big Valley,2016,Private Households by Structural Type,Row house,,10
4807021,Big Valley,2021,Private Households by Structural Type,Row house,,0
4807022,Gadsby,2001,Private Households by Structural Type,Row house,,0
4807022,Gadsby,2016,Private Households by Structural Type,Row house,,0
4807024,Botha,2001,Private Households by Structural Type,Row house,,0
4807024,Botha,2006,Private Households by Structural Type,Row house,,0
4807024,Botha,2011,Private Households by Structural Type,Row house,,0
4807024,Botha,2016,Private Households by Structural Type,Row house,,0
4807026,Stettler,2001,Private Households by Structural Type,Row house,,90
4807026,Stettler,2006,Private Households by Structural Type,Row house,,80
4807026,Stettler,2011,Private Households by Structural Type,Row house,,105
4807026,Stettler,2016,Private Households by Structural Type,Row house,,155
4807026,Stettler,2021,Private Households by Structural Type,Row house,,135
4805044,Acme,2001,Private Households by Structural Type,Row house,,20
4805044,Acme,2006,Private Households by Structural Type,Row house,,0
4805044,Acme,2011,Private Households by Structural Type,Row house,,20
4805044,Acme,2016,Private Households by Structural Type,Row house,,15
4805044,Acme,2021,Private Households by Structural Type,Row house,,0
4805046,Linden,2001,Private Households by Structural Type,Row house,,10
4805046,Linden,2006,Private Households by Structural Type,Row house,,10
4805046,Linden,2011,Private Households by Structural Type,Row house,,15
4805046,Linden,2016,Private Households by Structural Type,Row house,,30
4805046,Linden,2021,Private Households by Structural Type,Row house,,20
4808022,Lacombe County,2001,Private Households by Structural Type,Row house,,5
4808022,Lacombe County,2006,Private Households by Structural Type,Row house,,0
4808022,Lacombe County,2011,Private Households by Structural Type,Row house,,0
4808022,Lacombe County,2016,Private Households by Structural Type,Row house,,0
4808022,Lacombe County,2021,Private Households by Structural Type,Row house,,0
4808023,Birchcliff,2001,Private Households by Structural Type,Row house,,0
4808023,Birchcliff,2006,Private Households by Structural Type,Row house,,0
4808023,Birchcliff,2011,Private Households by Structural Type,Row house,,0
4808023,Birchcliff,2016,Private Households by Structural Type,Row house,,0
4808023,Birchcliff,2021,Private Households by Structural Type,Row house,,0
4808004,Delburne,2001,Private Households by Structural Type,Row house,,5
4808004,Delburne,2006,Private Households by Structural Type,Row house,,25
4808004,Delburne,2011,Private Households by Structural Type,Row house,,0
4808004,Delburne,2016,Private Households by Structural Type,Row house,,15
4808004,Delburne,2021,Private Households by Structural Type,Row house,,15
4808005,Jarvis Bay,2001,Private Households by Structural Type,Row house,,0
4808005,Jarvis Bay,2006,Private Households by Structural Type,Row house,,0
4808005,Jarvis Bay,2011,Private Households by Structural Type,Row house,,0
4808005,Jarvis Bay,2016,Private Households by Structural Type,Row house,,0
4808005,Jarvis Bay,2021,Private Households by Structural Type,Row house,,0
4808006,Bowden,2001,Private Households by Structural Type,Row house,,0
4808006,Bowden,2006,Private Households by Structural Type,Row house,,10
4808006,Bowden,2011,Private Households by Structural Type,Row house,,20
4808006,Bowden,2016,Private Households by Structural Type,Row house,,0
4808006,Bowden,2021,Private Households by Structural Type,Row house,,15
4808008,Innisfail,2001,Private Households by Structural Type,Row house,,85
4808008,Innisfail,2006,Private Households by Structural Type,Row house,,80
4808008,Innisfail,2011,Private Households by Structural Type,Row house,,230
4808008,Innisfail,2016,Private Households by Structural Type,Row house,,270
4808008,Innisfail,2021,Private Households by Structural Type,Row house,,255
4808009,Penhold,2001,Private Households by Structural Type,Row house,,0
4808009,Penhold,2006,Private Households by Structural Type,Row house,,0
4808009,Penhold,2011,Private Households by Structural Type,Row house,,25
4808009,Penhold,2016,Private Households by Structural Type,Row house,,125
4808009,Penhold,2021,Private Households by Structural Type,Row house,,195
4808024,Eckville,2001,Private Households by Structural Type,Row house,,20
4808024,Eckville,2006,Private Households by Structural Type,Row house,,10
4808024,Eckville,2011,Private Households by Structural Type,Row house,,5
4808024,Eckville,2016,Private Households by Structural Type,Row house,,30
4808024,Eckville,2021,Private Households by Structural Type,Row house,,45
4808025,Half Moon Bay,2016,Private Households by Structural Type,Row house,,0
4808025,Half Moon Bay,2021,Private Households by Structural Type,Row house,,0
4808026,Bentley,2001,Private Households by Structural Type,Row house,,20
4808026,Bentley,2006,Private Households by Structural Type,Row house,,20
4808026,Bentley,2011,Private Households by Structural Type,Row house,,15
4808026,Bentley,2016,Private Households by Structural Type,Row house,,30
4808026,Bentley,2021,Private Households by Structural Type,Row house,,15
4808027,Sunbreaker Cove,2001,Private Households by Structural Type,Row house,,0
4808027,Sunbreaker Cove,2011,Private Households by Structural Type,Row house,,0
4808027,Sunbreaker Cove,2016,Private Households by Structural Type,Row house,,0
4808027,Sunbreaker Cove,2021,Private Households by Structural Type,Row house,,0
4808028,Gull Lake,2001,Private Households by Structural Type,Row house,,0
4808028,Gull Lake,2006,Private Households by Structural Type,Row house,,0
4808028,Gull Lake,2011,Private Households by Structural Type,Row house,,0
4808028,Gull Lake,2016,Private Households by Structural Type,Row house,,0
4808028,Gull Lake,2021,Private Households by Structural Type,Row house,,0
4808029,Blackfalds,2001,Private Households by Structural Type,Row house,,65
4808029,Blackfalds,2006,Private Households by Structural Type,Row house,,175
4808029,Blackfalds,2011,Private Households by Structural Type,Row house,,270
4808029,Blackfalds,2016,Private Households by Structural Type,Row house,,415
4808029,Blackfalds,2021,Private Households by Structural Type,Row house,,510
4807028,Rochon Sands,2001,Private Households by Structural Type,Row house,,0
4807028,Rochon Sands,2006,Private Households by Structural Type,Row house,,0
4807028,Rochon Sands,2011,Private Households by Structural Type,Row house,,0
4807028,Rochon Sands,2016,Private Households by Structural Type,Row house,,0
4807028,Rochon Sands,2021,Private Households by Structural Type,Row house,,0
4807029,Donalda,2001,Private Households by Structural Type,Row house,,0
4807029,Donalda,2006,Private Households by Structural Type,Row house,,0
4807029,Donalda,2011,Private Households by Structural Type,Row house,,0
4807029,Donalda,2016,Private Households by Structural Type,Row house,,0
4807029,Donalda,2021,Private Households by Structural Type,Row house,,0
4807031,Flagstaff County,2001,Private Households by Structural Type,Row house,,0
4807031,Flagstaff County,2006,Private Households by Structural Type,Row house,,0
4807031,Flagstaff County,2011,Private Households by Structural Type,Row house,,10
4807031,Flagstaff County,2016,Private Households by Structural Type,Row house,,10
4807031,Flagstaff County,2021,Private Households by Structural Type,Row house,,0
4807032,Alliance,2001,Private Households by Structural Type,Row house,,5
4807032,Alliance,2006,Private Households by Structural Type,Row house,,0
4807032,Alliance,2011,Private Households by Structural Type,Row house,,5
4807032,Alliance,2016,Private Households by Structural Type,Row house,,0
4807032,Alliance,2021,Private Households by Structural Type,Row house,,0
4807027,White Sands,2001,Private Households by Structural Type,Row house,,0
4807027,White Sands,2011,Private Households by Structural Type,Row house,,0
4807027,White Sands,2016,Private Households by Structural Type,Row house,,0
